            lat        lon
767   41.339527  69.286230
1120  41.339580  69.227362
961   41.339589  69.293465
575   41.339617  69.231831
667   41.339693  69.252260
1388  41.339900  69.219932
208   41.339958  69.251176
990   41.340212  69.293479
439   41.340490  69.216920
16    41.340613  69.257676
335   41.341108  69.231063
1295  41.341291  69.299270
300   41.341657  69.236513
656   41.341715  69.257169
172   41.341798  69.241962
1256  41.341935  69.237525
199   41.342113  69.332941
1216  41.342305  60.867943
344   41.342805  69.257214
139   41.343267  69.338862
814   41.343295  69.499617
618   41.343524  69.264029
367   41.343980  69.307473
1103  41.344015  69.307496
119   41.344173  69.262999
1303  41.344305  69.212917
74    41.344328  69.308588
1321  41.344488  69.241604
1289  41.344898  69.229157
323   41.345125  69.213303
258   41.345294  69.207123
624   41.345554  69.205339
641   41.345854  69.341868
1354  41.346660  69.267353
649   41.346923  69.201150
681   41.347341  69.227954
1028  41.347502  69.265970
448   41.347849  69.246621
402   41.348105  69.246743
1142  41.348163  69.252079
720   41.348209  69.197930
1374  41.348292  69.169769
1127  41.348304  69.165366
883   41.348413  69.242191
608   41.348500  69.238581
153   41.348880  69.237266
1225  41.349174  69.262908
995   41.349419  69.178691
142   41.349655  69.320492
1026  41.350062  69.220951
483   41.350115  69.551213
1208  41.350139  69.213714
819   41.350148  69.188047
419   41.350350  69.252440
925   41.350380  69.377227
298   41.350605  69.165857
321   41.351015  69.212867
868   41.351063  69.292265
158   41.351065  69.324439
1337  41.351205  69.242056
488   41.351221  69.329519
899   41.352253  69.265640
1264  41.352319  69.266268
782   41.353027  69.178590
517   41.353788  69.288094
1366  41.353791  69.219191
1249  41.354351  69.140759
1069  41.354575  69.209405
665   41.354713  69.334310
946   41.354849  69.179308
493   41.355191  69.357092
1282  41.355271  69.357306
403   41.355575  69.226418
1109  41.355636  69.344399
1262  41.355886  69.218379
662   41.356053  69.309659
1368  41.356164  69.247958
731   41.356744  69.129783
987   41.356768  69.175970
1379  41.356911  60.823568
832   41.356921  69.342262
1123  41.357238  69.216004
351   41.357255  69.242550
1240  41.357773  69.206368
260   41.357785  69.182334
235   41.358491  69.385787
200   41.358723  69.386059
194   41.358873  69.193446
471   41.359257  69.225632
360   41.359517  69.214767
465   41.359672  69.337844
1251  41.360057  69.173047
354   41.360085  69.173020
858   41.361168  69.239100
557   41.361174  69.384416
817   41.361332  69.225265
664   41.362808  69.225069
217   41.362890  69.187924
129   41.363212  69.298291
273   41.363287  69.178152
810   41.363333  60.611487
1161  41.363385  69.178108
859   41.363859  69.179030
1044  41.363934  69.287576
183   41.364049  69.203936
444   41.364297  69.287507
684   41.364560  69.225230
13    41.364840  69.288756
257   41.365215  69.240738
904   41.365383  69.340959
1231  41.365508  69.181513
85    41.365599  69.291339
460   41.365911  69.394892
115   41.366441  69.292831
1244  41.366588  69.292180
40    41.367012  69.285029
1163  41.367158  69.302349
1219  41.368787  69.186817
308   41.368877  69.186758
648   41.368967  69.344401
73    41.369524  69.225108
1329  41.369844  69.311458
288   41.370047  69.311889
755   41.370050  69.205052
1049  41.370150  69.422910
749   41.370408  69.214797
935   41.370412  69.210623
766   41.370447  69.218194
1304  41.370972  69.399452
1343  41.371751  69.346606
1169  41.371966  69.317115
1039  41.372326  69.225021
68    41.372426  69.275865
1387  41.374122  69.305696
415   41.374187  69.390922
1224  41.375828  69.432837
1205  41.376540  69.288097
570   41.376556  69.281934
1273  41.377360  69.349952
873   41.378563  60.394606
1033  41.378637  69.220700
52    41.379634  69.219426
609   41.379704  69.219560
473   41.381533  60.812738
639   41.381557  69.297225
906   41.384416  69.306513
1356  41.384740  69.307924
513   41.385281  69.212949
554   41.385518  69.213331
693   41.386518  60.360003
116   41.388818  69.275238
291   41.390388  69.465287
701   41.391250  69.426096
280   41.391842  60.364726
971   41.392763  69.357000
453   41.394769  69.205940
237   41.398220  69.204641
838   41.401363  69.450205
1369  41.402890  69.494500
1367  41.403872  69.202817
1279  41.404797  60.387920
644   41.405771  69.558536
1392  41.407368  69.501586
811   41.409039  69.188320
464   41.416962  69.521383
716   41.421878  69.578983
1195  41.422478  69.527683
969   41.423751  60.817450
776   41.426741  69.533519
190   41.429901  69.287832
207   41.431066  69.540394
160   41.432437  60.573172
132   41.433763  69.543884
1257  41.435503  60.439833
276   41.436342  69.545345
808   41.437254  69.328468
447   41.439273  69.550289
446   41.441645  69.209106
1328  41.443765  69.556433
916   41.450722  69.538416
732   41.451237  69.538495
997   41.453806  69.567480
572   41.453850  69.556481
443   41.456957  60.773964
485   41.461695  69.565148
695   41.462080  69.576228
1393  41.466024  69.568965
387   41.467151  69.580818
1296  41.467386  60.473646
240   41.469186  69.582681
82    41.471590  60.775810
502   41.473165  69.586402
1233  41.473522  69.590665
840   41.474689  69.591882
481   41.477616  69.575570
1125  41.477953  69.590867
963   41.482383  69.577808
1170  41.486108  69.617268
650   41.488507  69.603493
1092  41.490696  69.619220
53    41.491584  69.588447
743   41.507028  69.643639
145   41.509400  69.627078
113   41.511741  61.050804
166   41.514770  69.634231
1212  41.515174  69.660046
627   41.519077  69.639630
594   41.519737  60.613217
628   41.520561  69.671829
80    41.541306  60.992278
768   41.541471  61.027171
494   41.543527  60.610706
924   41.549410  69.688660
219   41.551968  69.717048
691   41.553101  60.998999
1293  41.555616  69.769357
955   41.555837  60.627097
797   41.556210  60.668429
619   41.557851  60.597378
892   41.559910  60.655890
638   41.561101  60.614446
287   41.561563  61.019003
372   41.562500  60.969861
536   41.563222  60.967667
112   41.563233  60.967687
632   41.566720  60.591731
467   41.568094  69.768153
556   41.573082  69.772187
105   41.574264  69.824384
27    41.577878  60.574225
86    41.590047  60.599932
772   41.591195  69.857572
996   41.595450  69.868060
479   41.620018  60.687735
140   41.623650  69.932761
876   41.656367  60.285877
245   41.667197  60.749662
1311  41.680260  60.217123
51    41.680975  60.763229
524   41.682894  60.745111
1136  41.684415  60.738218
454   41.686531  60.729815
744   41.686611  60.280611
1166  41.687306  60.736833
177   41.690024  60.749040
552   41.690275  60.742691
1269  41.693000  60.743472
210   41.701556  60.719750
456   41.731881  60.819299
1317  41.897737  60.322768
75    42.097712  60.084622
1188  42.107391  60.057936
215   42.111083  60.069650
162   42.128867  60.063738
910   42.136071  60.066572
1007  42.149768  63.566143
378   42.160717  60.080404
